movieId,title,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,War,Musical,Documentary,Western,Film-Noir,movie_Year,mean_rating,reviews_count
2806,Teaching Mrs. Tingle (1999),0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999,2.11,9
2807,Universal Soldier: The Return (1999),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1999,2.0,5
2808,Universal Soldier (1992),0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1992,2.92,24
2809,Love Stinks (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.0,2
2810,Perfect Blue (1997),0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1997,4.2,5
2812,In Too Deep (1999),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1999,3.0,1
2815,Iron Eagle (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1986,3.0,13
2816,Iron Eagle II (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1988,2.58,6
2817,Aces: Iron Eagle III (1992),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,1.25,4
2818,Iron Eagle IV (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,2.0,5
2819,Three Days of the Condor (3 Days of the Condor) (1975),0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1975,3.95,19
2822,Medicine Man (1992),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2.75,10
2826,"13th Warrior, The (1999)",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,3.32,41
2827,"Astronaut's Wife, The (1999)",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1999,2.62,17
2828,Dudley Do-Right (1999),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1.88,8
2829,"Muse, The (1999)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.0,5
2830,Cabaret Balkan (Bure Baruta) (1998),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,2.0,1
2832,"Lost Son, The (1999)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.0,1
2833,Lucie Aubrac (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,3.67,3
2834,"Very Thought of You, The (1998)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2.5,2
2835,Chill Factor (1999),1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1999,1.0,1
2836,Outside Providence (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.75,4
2837,Bedrooms & Hallways (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,2.75,2
2840,Stigmata (1999),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1999,3.02,20
2841,Stir of Echoes (1999),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1999,3.67,23
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,4.33,3
2844,"Minus Man, The (1999)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1999,3.5,2
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,3.27,15
2847,Only Angels Have Wings (1939),1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1939,3.67,3
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1952,3.25,2
2851,Saturn 3 (1980),1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1980,2.38,4
2852,"Soldier's Story, A (1984)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984,3.5,6
2856,I Saw What You Did (1965),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1965,3.5,2
2857,Yellow Submarine (1968),1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1968,3.5,34
2858,American Beauty (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.16,216
2859,Stop Making Sense (1984),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1984,3.89,9
2860,Blue Streak (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.42,6
2861,For Love of the Game (1999),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.82,11
2862,Caligula (1979),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1979,1.9,5
2863,"Hard Day's Night, A (1964)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1964,3.8,20
2864,Splendor (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.0,1
2865,Sugar Town (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.0,1
2866,"Buddy Holly Story, The (1978)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1978,3.3,5
2867,Fright Night (1985),0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1985,2.75,12
2868,Fright Night Part II (1988),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1988,2.0,4
2870,Barefoot in the Park (1967),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,3.75,8
2871,Deliverance (1972),1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1972,3.67,46
2872,Excalibur (1981),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,3.53,39
2873,Lulu on the Bridge (1998),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1998,2.0,1
2874,"Pajama Game, The (1957)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1957,3.33,3
2875,Sommersby (1993),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1993,3.19,8
2876,Thumbelina (1994),0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,2.5,2
2877,Tommy (1975),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1975,3.29,7
2878,Hell Night (1981),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,2.0,1
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991,2.33,3
2880,Armour of God (Long xiong hu di) (1987),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987,2.25,2
2881,Double Jeopardy (1999),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1999,3.07,35
2882,Jakob the Liar (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.0,5
2883,Mumford (1999),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.0,11
2884,Dog Park (1998),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1.5,1
2885,Guinevere (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.0,1
2886,"Adventures of Elmo in Grouchland, The (1999)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.5,2
2887,Simon Sez (1999),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,2.0,1
2888,Drive Me Crazy (1999),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.6,5
2889,"Mystery, Alaska (1999)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.5,12
2890,Three Kings (1999),1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1999,3.63,75
2891,"Happy, Texas (1999)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.33,6
2893,Plunkett & MaCleane (1999),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1999,2.9,5
2894,Romance (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.0,3
2896,Alvarez Kelly (1966),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1966,3.0,1
2898,"Dark Half, The (1993)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1993,3.5,2
2899,Gulliver's Travels (1939),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,3.75,2
2900,Monkey Shines (1988),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1988,2.92,6
2901,Phantasm (1979),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1979,2.9,10
2902,Psycho II (1983),0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1983,2.25,2
2903,Psycho III (1986),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1986,1.0,1
2905,Sanjuro (Tsubaki Sanjûrô) (1962),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1962,4.43,7
2906,Random Hearts (1999),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.45,10
2907,Superstar (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.38,8
2908,Boys Don't Cry (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.88,24
2912,"Limey, The (1999)",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1999,3.92,18
2915,Risky Business (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,3.42,36
2916,Total Recall (1990),1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1990,3.57,107
2917,Body Heat (1981),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1981,4.05,20
2918,Ferris Bueller's Day Off (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,3.96,128
2919,"Year of Living Dangerously, The (1982)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1982,3.53,15
2920,Children of Paradise (Les enfants du paradis) (1945),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1945,3.8,5
2921,High Plains Drifter (1973),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1973,3.22,9
2922,Hang 'Em High (1968),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1968,4.0,8
2924,Drunken Master (Jui kuen) (1978),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1978,3.86,11
2925,"Conformist, The (Conformista, Il) (1970)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970,4.0,1
2926,Hairspray (1988),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,3.69,16
2927,Brief Encounter (1946),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1946,4.0,3
2928,"Razor's Edge, The (1984)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984,3.33,3
2929,Reds (1981),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1981,3.5,7
2931,Time of the Gypsies (Dom za vesanje) (1989),0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989,5.0,1
2932,Days of Heaven (1978),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1978,3.56,8
2934,"Amor brujo, El (Love Bewitched, A) (1986)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1986,3.0,1
2935,"Lady Eve, The (1941)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,4.0,7
2936,Sullivan's Travels (1941),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,3.88,4
2937,"Palm Beach Story, The (1942)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,4.0,2
2938,Man Facing Southeast (1986),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1986,4.0,1
2939,Niagara (1953),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1953,3.67,3
2940,Gilda (1946),0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1946,3.33,3
2941,South Pacific (1958),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1958,4.12,12
2942,Flashdance (1983),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1983,2.97,18
2943,Indochine (1992),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1992,4.2,5
2944,"Dirty Dozen, The (1967)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1967,3.72,44
2945,Mike's Murder (1984),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1984,2.0,1
2946,Help! (1965),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1965,3.94,9
2947,Goldfinger (1964),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1964,3.78,58
2948,From Russia with Love (1963),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1963,3.6,36
2949,Dr. No (1962),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1962,3.69,43
2950,"Blue Lagoon, The (1980)",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1980,2.58,20
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1964,3.85,39
2952,Sydney (Hard Eight) (1996),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1996,3.06,8
2953,Home Alone 2: Lost in New York (1992),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2.57,34
2956,Someone to Watch Over Me (1987),0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1987,3.5,6
2959,Fight Club (1999),0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1999,4.19,207
2961,"Story of Us, The (1999)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.21,7
2962,Fever Pitch (1997),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,3.67,3
2964,Julien Donkey-Boy (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,5.0,1
2965,"Omega Code, The (1999)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,1.75,4
2966,"Straight Story, The (1999)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.04,12
2967,"Bad Seed, The (1956)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1956,3.88,4
2968,Time Bandits (1981),1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1981,3.63,41
2969,"Man and a Woman, A (Un homme et une femme) (1966)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1966,3.58,6
2970,Fitzcarraldo (1982),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1982,4.0,7
2971,All That Jazz (1979),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1979,3.5,13
2972,Red Sorghum (Hong gao liang) (1987),0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1987,4.2,5
2973,Crimes and Misdemeanors (1989),0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989,3.9,24
2974,Bats (1999),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1999,1.5,4
2975,"Best Man, The (1999)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.5,2
2976,Bringing Out the Dead (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.61,19
2977,Crazy in Alabama (1999),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.0,2
2978,Three to Tango (1999),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.5,3
2979,Body Shots (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,1.0,1
2983,"Ipcress File, The (1965)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1965,3.67,6
2984,On Any Sunday (1971),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,4.5,2
2985,RoboCop (1987),0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1987,3.41,69
2986,RoboCop 2 (1990),0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1990,2.39,22
2987,Who Framed Roger Rabbit? (1988),1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1988,3.57,115
2988,Melvin and Howard (1980),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980,3.12,4
2989,For Your Eyes Only (1981),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1981,3.27,26
2990,Licence to Kill (1989),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1989,3.45,22
2991,Live and Let Die (1973),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1973,3.56,26
2992,Rawhead Rex (1986),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1986,2.0,1
2993,Thunderball (1965),1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1965,3.68,25
2995,House on Haunted Hill (1999),0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1999,2.4,10
2996,Music of the Heart (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.33,3
2997,Being John Malkovich (1999),0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.02,124
3000,Princess Mononoke (Mononoke-hime) (1997),1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1997,4.38,52
3003,Train of Life (Train de vie) (1998),0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1998,4.0,1
3004,"Bachelor, The (1999)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,2.5,4
3005,"Bone Collector, The (1999)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999,3.43,27
3006,"Insider, The (1999)",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1999,4.0,41
3007,American Movie (1999),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,3.89,9
3008,Last Night (1998),0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1998,3.0,3
3010,Rosetta (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,1.0,1
3011,"They Shoot Horses, Don't They? (1969)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1969,3.75,8
3013,Bride of Re-Animator (1990),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,3.0,1
3015,Coma (1978),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1978,3.0,8
3016,Creepshow (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1982,3.53,17
3017,Creepshow 2 (1987),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,2.67,3
3018,Re-Animator (1985),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1985,3.0,7
3019,Drugstore Cowboy (1989),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1989,3.55,22
3020,Falling Down (1993),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1993,3.54,40
3021,"Funhouse, The (1981)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,1.5,1
3022,"General, The (1926)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1926,3.94,8
3024,Piranha (1978),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1978,1.88,8
3026,Slaughterhouse (1987),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,1.0,1
3028,"Taming of the Shrew, The (1967)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,3.83,3
3029,Nighthawks (1981),0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1981,2.75,4
3030,Yojimbo (1961),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1961,4.03,15
3031,Repossessed (1990),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,2.0,2
3032,"Omega Man, The (1971)",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1971,4.12,8
3033,Spaceballs (1987),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1987,3.51,53
3034,Robin Hood (1973),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1973,3.5,20
3035,Mister Roberts (1955),0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1955,4.06,18
3036,"Quest for Fire (Guerre du feu, La) (1981)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1981,2.9,10
3037,Little Big Man (1970),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1970,3.83,21
3038,"Face in the Crowd, A (1957)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1957,4.0,2
3039,Trading Places (1983),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,3.62,52
3040,Meatballs (1979),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,2.71,7
3041,Meatballs Part II (1984),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1.0,2
3042,Meatballs III (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,0.75,2
3043,Meatballs 4 (1992),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,2.0,2
3044,Dead Again (1991),0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1991,3.67,20
3045,Peter's Friends (1992),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992,3.3,5
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1.0,1
3047,Experience Preferred... But Not Essential (1982),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1982,3.0,1
3048,Under the Rainbow (1981),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,1.75,2
3049,How I Won the War (1967),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1967,1.0,1
3051,Anywhere But Here (1999),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.0,5
3052,Dogma (1999),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.6,68
3053,"Messenger: The Story of Joan of Arc, The (1999)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1999,3.27,11
3054,Pokémon: The First Movie (1998),1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1998,1.38,4
3055,Felicia's Journey (1999),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999,3.33,3
3056,Oxygen (1999),0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1999,2.0,2
3058,"Ape, The (1940)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1940,1.0,1
3060,"Commitments, The (1991)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1991,3.61,27
3061,Holiday Inn (1942),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1942,3.0,5
3062,"Longest Day, The (1962)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1962,3.57,15
3063,Poison Ivy (1992),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1992,3.0,1
3064,Poison Ivy: New Seduction (1997),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1997,2.0,2
3066,Tora! Tora! Tora! (1970),0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1970,3.43,15
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,3.22,16
3068,"Verdict, The (1982)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1982,3.81,13
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1972,3.0,1
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1984,2.96,25
3071,Stand and Deliver (1988),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,3.5,17
3072,Moonstruck (1987),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,3.77,40
3074,Jeremiah Johnson (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1972,3.64,7
3075,Repulsion (1965),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1965,4.33,6
3076,Irma la Douce (1963),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1.0,1
3077,42 Up (1998),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,4.5,4
3078,Liberty Heights (1999),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,3.58,6
3079,Mansfield Park (1999),0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1999,4.08,6
3081,Sleepy Hollow (1999),0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1999,3.71,58
